0.1,0.003053
0.2,0.0030927
0.3,0.0031291
0.4,0.0029776
0.5,0.0029422
0.6,0.0031092
0.7,0.0029513
0.8,0.0029485
0.9,0.0030284
1,0.003027
1.1,0.0029222
1.2,0.0029504
1.3,0.0030734
1.4,0.0030294
1.5,0.0030048
1.6,0.0029466
1.7,0.0030353
1.8,0.0029388
1.9,0.0029615
2,0.0029341
2.1,0.002942
2.2,0.0029685
2.3,0.0029159
2.4,0.0029473
2.5,0.0029381
2.6,0.0030198
2.7,0.0029284
2.8,0.0030393
2.9,0.0029597
3,0.0029368
3.1,0.0029993
3.2,0.0030706
3.3,0.0029874
3.4,0.0029958
3.5,0.002979
3.6,0.0029916
3.7,0.0030644
3.8,0.0028636
3.9,0.0029862
4,0.0028924
4.1,0.0028902
4.2,0.0028991
4.3,0.0030693
4.4,0.0030221
4.5,0.002788
4.6,0.0030841
4.7,0.0030569
4.8,0.0030846
4.9,0.0029376
5,0.0029702
5.1,0.0029093
5.2,0.0029311
5.3,0.0030912
5.4,0.0030327
5.5,0.0031261
5.6,0.0029063
5.7,0.0030326
5.8,0.0029538
5.9,0.0030687
6,0.0029863
6.1,0.0028606
6.2,0.0031002
6.3,0.0028469
6.4,0.0031728
6.5,0.0027847
6.6,0.0032235
6.7,0.0028946
6.8,0.0031887
6.9,0.0028706
7,0.0030558
7.1,0.0030911
7.2,0.0028481
7.3,0.0030897
7.4,0.002832
7.5,0.0031526
7.6,0.0028298
7.7,0.0031985
7.8,0.0028606
7.9,0.00301
8,0.0030258
8.1,0.0029401
8.2,0.0031661
8.3,0.0028496
8.4,0.0031211
8.5,0.0027331
8.6,0.0032915
8.7,0.0030232
8.8,0.0030926
8.9,0.0033416
9,0.0027987
9.1,0.0031225
9.2,0.0028661
9.3,0.0031687
9.4,0.0027318
9.5,0.0029809
9.6,0.0028948
9.7,0.0029236
9.8,0.0034051
9.9,0.0028811
10,0.0034875
10.1,0.0026985
10.2,0.0036268
10.3,0.0022638
10.4,0.0038519
10.5,0.003089
10.6,0.0032729
10.7,0.0033095
10.8,0.0026864
10.9,0.0038475
11,0.0027366
11.1,0.0036283
11.2,0.0024934
11.3,0.0035685
11.4,0.0028077
11.5,0.0035253
11.6,0.0030893
11.7,0.0024839
11.8,0.0033391
11.9,0.002654
12,0.0038432
12.1,0.0034001
12.2,0.0030781
12.3,0.0028812
12.4,0.0039366
12.5,0.0038046
12.6,0.0028441
12.7,0.0043301
12.8,0.0028756
12.9,0.0042072
13,0.002661
13.1,0.0036756
13.2,0.002811
13.3,0.0036113
13.4,0.0029146
13.5,0.0020685
13.6,0.0034514
13.7,0.0028643
13.8,0.0041964
13.9,0.0025752
14,0.0041806
14.1,0.002881
14.2,0.0042186
14.3,0.0028305
14.4,0.0033463
14.5,0.0044597
14.6,0.0016301
14.7,0.0031375
14.8,0.0029734
14.9,0.0049773
15,0.0016292
15.1,0.0037266
15.2,0.0035782
15.3,0.0034227
15.4,0.0035779
15.5,0.0018356
15.6,0.0055189
15.7,0.0033189
15.8,0.0032651
15.9,0.0032047
16,0.0040325
16.1,0.0052301
16.2,0.0057021
16.3,0.0030918
16.4,0.0003724
16.5,0.0036161
16.6,0.0025906
16.7,0.0045985
16.8,0.0027789
16.9,0.0047209
17,0.0039185
17.1,0.0027415
17.2,0.0036114
17.3,0.0039367
17.4,0.004712
17.5,0.0038514
17.6,0.004876
17.7,0.0015401
17.8,0.0036729
17.9,0.0031428
18,0.0051385
18.1,0.0038037
18.2,0.0030942
18.3,0.0062211
18.4,0.003862
18.5,0.0012763
18.6,0.0032047
18.7,0.0038672
18.8,0.0064405
18.9,0.0027898
19,0.0069412
19.1,0.0020312
19.2,0.003743
19.3,0.0014122
19.4,0.006494
19.5,0.0058967
19.6,0.0061949
19.7,0.0067445
19.8,0.0029631
19.9,0.0026037
20,0.0054863
20.1,0.0098245
20.2,0.0073639
20.3,0.0053033
20.4,0.0038499
20.5,0.005601
20.6,0.0042096
20.7,0.0021379
20.8,0.00058437
20.9,0.0033279
21,0.0036484
21.1,0.0016993
21.2,0.010637
21.3,0.0092994
21.4,0.0029264
21.5,0.0076835
21.6,0.0046475
21.7,0.0034576
21.8,0.0044053
21.9,0.0071695
22,0.0066234
22.1,0.0033782
22.2,0.0081427
22.3,0.0052278
22.4,0.0035844
22.5,0.0025824
22.6,0.0056536
22.7,0.0046357
22.8,0.011238
22.9,0.0059346
23,0.0029943
23.1,0.0058767
23.2,0.0095416
23.3,0.010403
23.4,0.0016024
23.5,0.0046372
23.6,0.0036086
23.7,0.0091993
23.8,0.0070244
23.9,0.0063803
24,0.0041628
24.1,0.0010397
24.2,0.004459
24.3,0.01336
24.4,0.011858
24.5,0.0094469
24.6,0.0026802
24.7,0.018627
24.8,0.0082379
24.9,0.0018371
25,0.001871
25.1,0.010175
25.2,0.0094481
25.3,0.0086078
25.4,0.012545
25.5,0.0066577
25.6,0.013887
25.7,0.0028259
25.8,0.0045831
25.9,0.011071
26,0.0045779
26.1,0.0053421
26.2,0.0022249
26.3,0.014179
26.4,0.0053692
26.5,0.0070607
26.6,0.0043081
26.7,0.014011
26.8,0.0056347
26.9,0.0078829
27,0.018257
27.1,0.0025835
27.2,0.0037931
27.3,0.02053
27.4,0.0029201
27.5,0.023038
27.6,0.014316
27.7,0.011898
27.8,0.0042276
27.9,0.0066077
28,0.0046079
28.1,0.014836
28.2,0.013551
28.3,0.011967
28.4,0.013745
28.5,0.012291
28.6,0.0028601
28.7,0.016274
28.8,0.015023
28.9,0.016034
29,0.026004
29.1,0.016877
29.2,0.0088618
29.3,0.011163
29.4,0.016178
29.5,0.0045826
29.6,0.010911
29.7,0.021444
29.8,0.016407
29.9,0.0181
30,0.0028091
30.1,0.016653
30.2,0.010843
30.3,0.0049848
30.4,0.0051668
30.5,0.022341
30.6,0.024699
30.7,0.0094118
30.8,0.011335
30.9,0.016357
31,0.0057888
31.1,0.013787
31.2,0.0049598
31.3,0.013753
31.4,0.009102
31.5,0.011873
31.6,0.027514
