0.1,0.0015167
0.2,0.0016677
0.3,0.0015668
0.4,0.0015974
0.5,0.0016523
0.6,0.0017449
0.7,0.0015261
0.8,0.0017426
0.9,0.0016852
1,0.001781
1.1,0.0016946
1.2,0.0016877
1.3,0.0016097
1.4,0.0017653
1.5,0.0016793
1.6,0.0016337
1.7,0.0016236
1.8,0.0017084
1.9,0.0016584
2,0.0017246
2.1,0.0015775
2.2,0.0017263
2.3,0.0016487
2.4,0.0016557
2.5,0.0015038
2.6,0.0015786
2.7,0.0016467
2.8,0.001592
2.9,0.0015736
3,0.0016995
3.1,0.0015549
3.2,0.0016885
3.3,0.0015638
3.4,0.0016703
3.5,0.0016101
3.6,0.0015389
3.7,0.0015756
3.8,0.0016128
3.9,0.0017077
4,0.0017069
4.1,0.0014856
4.2,0.0015568
4.3,0.001619
4.4,0.0017042
4.5,0.0017736
4.6,0.0016588
4.7,0.0015979
4.8,0.0017049
4.9,0.0017422
5,0.0016602
5.1,0.0015992
5.2,0.0015838
5.3,0.0017009
5.4,0.0015613
5.5,0.0016645
5.6,0.0016042
5.7,0.0016268
5.8,0.0017702
5.9,0.0016028
6,0.0016053
6.1,0.0015712
6.2,0.0017527
6.3,0.0015935
6.4,0.0015195
6.5,0.0013445
6.6,0.0017855
6.7,0.0015967
6.8,0.0016916
6.9,0.0015421
7,0.0017068
7.1,0.0015732
7.2,0.0019213
7.3,0.0015003
7.4,0.0015515
7.5,0.0018505
7.6,0.0019779
7.7,0.0020052
7.8,0.0017278
7.9,0.0019566
8,0.0015043
8.1,0.001472
8.2,0.0012337
8.3,0.0011448
8.4,0.0017125
8.5,0.0014553
8.6,0.0015455
8.7,0.0012799
8.8,0.0013044
8.9,0.001757
9,0.0017939
9.1,0.0014626
9.2,0.0018844
9.3,0.0022446
9.4,0.0021909
9.5,0.0019533
9.6,0.001654
9.7,0.0023572
9.8,0.0020568
9.9,0.0024611
10,0.0019915
10.1,0.0019022
10.2,0.0018963
10.3,0.0019214
10.4,0.0013887
10.5,0.0015618
10.6,0.0024676
10.7,0.0013627
10.8,0.00085106
10.9,0.0014155
11,0.0019058
11.1,0.0024989
11.2,0.0014489
11.3,0.00085929
11.4,0.0015654
11.5,0.0020649
11.6,0.0019663
11.7,0.0015234
11.8,0.000938
11.9,0.0027757
12,0.0034572
12.1,0.0022511
12.2,0.0017564
12.3,0.0014212
12.4,0.0021022
12.5,0.00062941
12.6,0.0014061
12.7,0.00073603
12.8,0.00063334
12.9,0.0014833
13,0.0011089
13.1,0.0012829
13.2,0.0019473
13.3,0.0029492
13.4,0.0020355
13.5,0.0016459
13.6,0.002467
13.7,0.0017808
13.8,0.0036548
13.9,0.0031019
14,0.0019336
14.1,0.0023653
14.2,0.0035068
14.3,0.0038073
14.4,0.0027704
14.5,0.00087795
14.6,0.0018017
14.7,0.0008137
14.8,0.0038729
14.9,0.0011004
15,0.0019575
15.1,0.0030111
15.2,0.0026533
15.3,0.0035293
15.4,0.0034128
15.5,0.0021128
15.6,0.0017443
15.7,0.001328
15.8,0.00045022
15.9,0.00228
16,0.0038151
16.1,0.0055022
16.2,0.0021361
16.3,0.0033585
16.4,0.0061787
16.5,0.004734
16.6,0.0025235
16.7,0.0019387
16.8,0.0076545
16.9,0.0032327
17,0.0036397
17.1,0.00076464
17.2,0.0030774
17.3,0.0083279
17.4,0.0016624
17.5,0.0027397
17.6,0.0037566
17.7,0.0016821
17.8,0.012987
17.9,0.0013222
18,0.0032354
18.1,0.006625
18.2,0.0040357
18.3,0.0037766
18.4,0.0071163
18.5,0.0038772
18.6,0.004244
18.7,0.0085747
18.8,0.0040727
18.9,0.0022396
19,0.0085946
19.1,0.010537
19.2,0.005254
19.3,0.0061354
19.4,0.01077
19.5,0.0099523
19.6,0.0083887
19.7,0.0041214
19.8,0.0061931
19.9,0.007747
20,0.0048662
20.1,0.004186
20.2,0.0011878
20.3,0.0065095
20.4,0.010039
20.5,0.0064257
20.6,0.0020452
20.7,0.0053387
20.8,0.0076978
20.9,0.0083124
21,0.011341
21.1,0.0064377
21.2,0.011141
21.3,0.0053519
21.4,0.011251
21.5,0.0093073
21.6,0.012863
21.7,0.0084428
21.8,0.0081101
21.9,0.011661
22,0.0090941
22.1,0.011706
22.2,0.013823
22.3,0.0050293
22.4,0.0072995
22.5,0.0062927
22.6,0.01261
22.7,0.0080341
22.8,0.012102
22.9,0.010301
23,0.010446
23.1,0.013387
23.2,0.0077509
23.3,0.0064126
23.4,0.005461
23.5,0.0063079
23.6,0.0042852
23.7,0.0079116
23.8,0.0060815
23.9,0.012292
24,0.018211
24.1,0.0089015
24.2,0.0194
24.3,0.013237
24.4,0.010202
24.5,0.023379
24.6,0.018257
24.7,0.023369
24.8,0.019227
24.9,0.015976
25,0.025205
25.1,0.0085565
25.2,0.011472
25.3,0.029095
25.4,0.024583
25.5,0.01163
25.6,0.01023
25.7,0.0072723
25.8,0.023136
25.9,0.015872
26,0.021668
26.1,0.015966
26.2,0.021171
26.3,0.01422
26.4,0.017986
26.5,0.02084
26.6,0.0088908
26.7,0.013784
26.8,0.0084889
26.9,0.013094
27,0.01559
27.1,0.0032658
27.2,0.016173
27.3,0.004519
27.4,0.013549
27.5,0.016337
27.6,0.0098144
27.7,0.01617
27.8,0.0080051
27.9,0.011057
28,0.018776
28.1,0.0088958
28.2,0.00065089
28.3,0.029836
